Order,SubjectID,ToolInstances,ServerTimestamp,ServerTimezone,CourseID,CourseSectionID,AssignmentID,ProblemID,CodeStateID,IsEventOrderingConsistent,EventType,Score,Compile.Result,CompileMessageType,CompileMessageData,EventID,ParentEventID,SourceLocation,Reason
94436,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:09:46,UTC,CS 1,1,492.0,36,1645380a693283a1f846a7af9ac9f8a96646c9f7,True,Compile,,Error,,,36-55389,36-55388,,"[0, 0, 0, 1, 1]"
94437,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:09:46,UTC,CS 1,1,492.0,36,1645380a693283a1f846a7af9ac9f8a96646c9f7,True,Compile.Error,,,SyntaxError,line 5: error: ')' expected,36-55390,36-55389,Text:5,"[0, 0, 0, 1, 1]"
94438,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:09:57,UTC,CS 1,1,492.0,36,22031aa4dfc271e72c92105653b31317d8afbe6f,True,Run.Program,0.0,,,,36-55391,,,"[0, 0, 1, 0, 1]"
94439,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:09:57,UTC,CS 1,1,492.0,36,22031aa4dfc271e72c92105653b31317d8afbe6f,True,Compile,,Error,,,36-55392,36-55391,,"[0, 0, 1, 0, 1]"
94440,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:09:57,UTC,CS 1,1,492.0,36,22031aa4dfc271e72c92105653b31317d8afbe6f,True,Compile.Error,,,SyntaxError,line 3: error: cannot find symbol: variable countCode,36-55393,36-55392,Text:3,"[0, 0, 1, 0, 1]"
94441,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:10:10,UTC,CS 1,1,492.0,36,19bf09cbf7dc68d943f2024d085d9324227eb6ce,True,Run.Program,0.0,,,,36-55394,,,"[0, 0, 1, 0, 1]"
94442,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:10:10,UTC,CS 1,1,492.0,36,19bf09cbf7dc68d943f2024d085d9324227eb6ce,True,Compile,,Error,,,36-55395,36-55394,,"[0, 0, 1, 0, 1]"
94443,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:10:10,UTC,CS 1,1,492.0,36,19bf09cbf7dc68d943f2024d085d9324227eb6ce,True,Compile.Error,,,SyntaxError,line 6: error: incompatible types: boolean cannot be converted to int. ,36-55396,36-55395,Text:6,"[0, 0, 1, 0, 1]"
94444,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:10:10,UTC,CS 1,1,492.0,36,19bf09cbf7dc68d943f2024d085d9324227eb6ce,True,Compile.Error,,,SyntaxError,line 8: error: incompatible types: boolean cannot be converted to int,36-55397,36-55395,Text:8,"[0, 0, 1, 0, 1]"
94445,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:12:03,UTC,CS 1,1,492.0,36,1757a7b505eb4d86401291de9d0f57c2717f7db7,True,Run.Program,0.5882350000000001,,,,36-55398,,,"[0, 1, 0, 0, 1]"
94446,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:12:03,UTC,CS 1,1,492.0,36,1757a7b505eb4d86401291de9d0f57c2717f7db7,True,Compile,,Success,,,36-55399,36-55398,,"[0, 1, 0, 0, 1]"
94447,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:12:26,UTC,CS 1,1,492.0,36,bcf3d10430023b9bccb971408a5df3c3ae34b402,True,Run.Program,1.0,,,,36-55400,,,"[1, 1, 0, 0, 0]"
94448,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:12:26,UTC,CS 1,1,492.0,36,bcf3d10430023b9bccb971408a5df3c3ae34b402,True,Compile,,Success,,,36-55401,36-55400,,"[1, 1, 0, 0, 0]"
91171,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:53:08,UTC,CS 1,1,492.0,37,544d091ad87c1ec1fde6bf708f1cb6f14c2cdffb,True,Run.Program,0.0,,,,37-36248,,,"[0, 0, 1, 0, 1]"
91172,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:53:08,UTC,CS 1,1,492.0,37,544d091ad87c1ec1fde6bf708f1cb6f14c2cdffb,True,Compile,,Error,,,37-36249,37-36248,,"[0, 0, 1, 0, 1]"
91173,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:53:08,UTC,CS 1,1,492.0,37,544d091ad87c1ec1fde6bf708f1cb6f14c2cdffb,True,Compile.Error,,,SyntaxError,line 3: error: cannot find symbol: variable realA,37-36250,37-36249,Text:3,"[0, 0, 1, 0, 1]"
91174,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:53:23,UTC,CS 1,1,492.0,37,a51143e229d4e132273c68dde00f2df1f1625f77,True,Run.Program,0.0666667,,,,37-36251,,,"[0, 1, 0, 0, 1]"
91175,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:53:23,UTC,CS 1,1,492.0,37,a51143e229d4e132273c68dde00f2df1f1625f77,True,Compile,,Success,,,37-36252,37-36251,,"[0, 1, 0, 0, 1]"
91176,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:53:42,UTC,CS 1,1,492.0,37,0412d9856a6567c66e54ddd279b8078343ba09d0,True,Run.Program,0.933333,,,,37-36253,,,"[0, 1, 0, 0, 1]"
91177,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:53:42,UTC,CS 1,1,492.0,37,0412d9856a6567c66e54ddd279b8078343ba09d0,True,Compile,,Success,,,37-36254,37-36253,,"[0, 1, 0, 0, 1]"
91183,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:54:53,UTC,CS 1,1,492.0,37,d046fc73193718885bd9df2cb741aa5c54bd6b54,True,Run.Program,1.0,,,,37-36260,,,"[1, 1, 0, 0, 0]"
91184,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:54:53,UTC,CS 1,1,492.0,37,d046fc73193718885bd9df2cb741aa5c54bd6b54,True,Compile,,Success,,,37-36261,37-36260,,"[1, 1, 0, 0, 0]"
168758,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:56:42,0,CS 1,1,492.0,38,a1dbf81db7cb83dbc2d1967ef1c78e817d677790,True,Run.Program,0.0,,,,38-43968,,,"[0, 0, 0, 1, 1]"
168759,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:56:42,0,CS 1,1,492.0,38,a1dbf81db7cb83dbc2d1967ef1c78e817d677790,True,Compile,,Error,,,38-43969,38-43968,,"[0, 0, 0, 1, 1]"
168760,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:56:42,0,CS 1,1,492.0,38,a1dbf81db7cb83dbc2d1967ef1c78e817d677790,True,Compile.Error,,,SyntaxError,line 3: error: cannot find symbol: variable xyz,38-43970,38-43969,Text:3,"[0, 0, 0, 1, 1]"
168763,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:56:56,0,CS 1,1,492.0,38,47ee7fc257c693489155948935c2ed708eb15496,True,Run.Program,0.533333,,,,38-43973,,,"[0, 1, 0, 0, 1]"
168764,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:56:56,0,CS 1,1,492.0,38,47ee7fc257c693489155948935c2ed708eb15496,True,Compile,,Success,,,38-43974,38-43973,,"[0, 1, 0, 0, 1]"
168771,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:57:40,0,CS 1,1,492.0,38,6290cb6ce6273bd61a10543ead2ca92dfe606081,True,Run.Program,0.533333,,,,38-43981,,,"[0, 1, 0, 0, 1]"
168772,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:57:40,0,CS 1,1,492.0,38,6290cb6ce6273bd61a10543ead2ca92dfe606081,True,Compile,,Success,,,38-43982,38-43981,,"[0, 1, 0, 0, 1]"
168776,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:58:04,0,CS 1,1,492.0,38,e172e806ee8e22b941ff4c2f31a437805c18af31,True,Run.Program,0.666667,,,,38-43986,,,"[0, 1, 0, 0, 1]"
168777,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:58:04,0,CS 1,1,492.0,38,e172e806ee8e22b941ff4c2f31a437805c18af31,True,Compile,,Success,,,38-43987,38-43986,,"[0, 1, 0, 0, 1]"
168781,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:59:16,0,CS 1,1,492.0,38,705da0952ab98f5d7b757d1b69c7d8d86d835e32,True,Run.Program,0.0,,,,38-43991,,,"[0, 0, 1, 0, 1]"
168782,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:59:16,0,CS 1,1,492.0,38,705da0952ab98f5d7b757d1b69c7d8d86d835e32,True,Compile,,Error,,,38-43992,38-43991,,"[0, 0, 1, 0, 1]"
168783,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:59:16,0,CS 1,1,492.0,38,705da0952ab98f5d7b757d1b69c7d8d86d835e32,True,Compile.Error,,,SyntaxError,line 4: error: variable declaration not allowed here,38-43993,38-43992,Text:4,"[0, 0, 1, 0, 1]"
168792,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:59:39,0,CS 1,1,492.0,38,5b4b1e2171ee4f0796e4bb6d607c7a318a5ae3ae,True,Run.Program,0.933333,,,,38-44002,,,"[0, 1, 0, 0, 1]"
168793,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:59:39,0,CS 1,1,492.0,38,5b4b1e2171ee4f0796e4bb6d607c7a318a5ae3ae,True,Compile,,Success,,,38-44003,38-44002,,"[0, 1, 0, 0, 1]"
168797,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:00:00,0,CS 1,1,492.0,38,5dd4af306de0104fe480a58d7b8f31763c7285be,True,Run.Program,1.0,,,,38-44007,,,"[1, 1, 0, 0, 0]"
168798,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:00:00,0,CS 1,1,492.0,38,5dd4af306de0104fe480a58d7b8f31763c7285be,True,Compile,,Success,,,38-44008,38-44007,,"[1, 1, 0, 0, 0]"
196124,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:04:42,UTC,CS 1,1,492.0,39,b3e50d8f7e10878b5c107237ce1dead3cc486ba1,True,Run.Program,0.8947370000000001,,,,39-29027,,,"[0, 1, 0, 0, 1]"
196125,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:04:42,UTC,CS 1,1,492.0,39,b3e50d8f7e10878b5c107237ce1dead3cc486ba1,True,Compile,,Success,,,39-29028,39-29027,,"[0, 1, 0, 0, 1]"
196138,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:06:24,UTC,CS 1,1,492.0,39,e5b42be87ec75101b7121422d7c9b132b65dec28,True,Run.Program,0.0,,,,39-29041,,,"[0, 0, 1, 0, 1]"
196139,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:06:24,UTC,CS 1,1,492.0,39,e5b42be87ec75101b7121422d7c9b132b65dec28,True,Compile,,Error,,,39-29042,39-29041,,"[0, 0, 1, 0, 1]"
196140,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:06:24,UTC,CS 1,1,492.0,39,e5b42be87ec75101b7121422d7c9b132b65dec28,True,Compile.Error,,,SyntaxError,line 3: error: illegal start of expression. ,39-29043,39-29042,Text:3,"[0, 0, 1, 0, 1]"
196141,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:06:24,UTC,CS 1,1,492.0,39,e5b42be87ec75101b7121422d7c9b132b65dec28,True,Compile.Error,,,SyntaxError,line 5: error: 'else' without 'if',39-29044,39-29042,Text:5,"[0, 0, 1, 0, 1]"
196142,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:06:32,UTC,CS 1,1,492.0,39,be8859d9b48e1eb88c853085ea0a67833b094ee6,True,Run.Program,0.8947370000000001,,,,39-29045,,,"[0, 1, 0, 0, 1]"
196143,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:06:32,UTC,CS 1,1,492.0,39,be8859d9b48e1eb88c853085ea0a67833b094ee6,True,Compile,,Success,,,39-29046,39-29045,,"[0, 1, 0, 0, 1]"
196148,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:07:26,UTC,CS 1,1,492.0,39,a3b82b6189e51ef7a7041ad44c97769060992520,True,Run.Program,0.0,,,,39-29051,,,"[0, 0, 1, 0, 1]"
196149,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:07:26,UTC,CS 1,1,492.0,39,a3b82b6189e51ef7a7041ad44c97769060992520,True,Compile,,Error,,,39-29052,39-29051,,"[0, 0, 1, 0, 1]"
196150,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:07:26,UTC,CS 1,1,492.0,39,a3b82b6189e51ef7a7041ad44c97769060992520,True,Compile.Error,,,SyntaxError,line 5: error: ')' expected,39-29053,39-29052,Text:5,"[0, 0, 1, 0, 1]"
196151,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:07:40,UTC,CS 1,1,492.0,39,c7100ade839ad0dea41e68aebed3985f7477c5e8,True,Run.Program,0.0,,,,39-29054,,,"[0, 0, 1, 0, 1]"
196152,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:07:40,UTC,CS 1,1,492.0,39,c7100ade839ad0dea41e68aebed3985f7477c5e8,True,Compile,,Error,,,39-29055,39-29054,,"[0, 0, 1, 0, 1]"
196153,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:07:40,UTC,CS 1,1,492.0,39,c7100ade839ad0dea41e68aebed3985f7477c5e8,True,Compile.Error,,,SyntaxError,line 5: error: ')' expected,39-29056,39-29055,Text:5,"[0, 0, 1, 0, 1]"
196154,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:07:46,UTC,CS 1,1,492.0,39,2f95bc56a39d8df19fd3ec985e062a2020789650,True,Run.Program,1.0,,,,39-29057,,,"[1, 1, 0, 0, 0]"
196155,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:07:46,UTC,CS 1,1,492.0,39,2f95bc56a39d8df19fd3ec985e062a2020789650,True,Compile,,Success,,,39-29058,39-29057,,"[1, 1, 0, 0, 0]"
176321,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:41:59,0,CS 1,1,492.0,40,745f12119fb1eefe0979dda6203e5cf8a5febee0,True,Run.Program,0.0,,,,40-34488,,,"[0, 0, 1, 0, 1]"
176322,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:41:59,0,CS 1,1,492.0,40,745f12119fb1eefe0979dda6203e5cf8a5febee0,True,Compile,,Error,,,40-34489,40-34488,,"[0, 0, 1, 0, 1]"
176323,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:41:59,0,CS 1,1,492.0,40,745f12119fb1eefe0979dda6203e5cf8a5febee0,True,Compile.Error,,,SyntaxError,line 8: error: ';' expected,40-34490,40-34489,Text:8,"[0, 0, 1, 0, 1]"
176324,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:42:04,0,CS 1,1,492.0,40,cb8178aeb50722063d5970f3ea7f7891e492aecf,True,Run.Program,0.307692,,,,40-34491,,,"[0, 1, 0, 0, 1]"
176325,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:42:04,0,CS 1,1,492.0,40,cb8178aeb50722063d5970f3ea7f7891e492aecf,True,Compile,,Success,,,40-34492,40-34491,,"[0, 1, 0, 0, 1]"
176328,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:42:21,0,CS 1,1,492.0,40,e567367604ce146bc5cb1bc9e432ec6d01b41810,True,Run.Program,0.230769,,,,40-34495,,,"[0, 1, 0, 0, 1]"
176329,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:42:21,0,CS 1,1,492.0,40,e567367604ce146bc5cb1bc9e432ec6d01b41810,True,Compile,,Success,,,40-34496,40-34495,,"[0, 1, 0, 0, 1]"
176336,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:43:54,0,CS 1,1,492.0,40,eaf32ba7b5aa07d8f5e5c7fb6c2bb13878c6f34b,True,Run.Program,0.230769,,,,40-34503,,,"[0, 1, 0, 0, 1]"
176337,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:43:54,0,CS 1,1,492.0,40,eaf32ba7b5aa07d8f5e5c7fb6c2bb13878c6f34b,True,Compile,,Success,,,40-34504,40-34503,,"[0, 1, 0, 0, 1]"
176338,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:44:11,0,CS 1,1,492.0,40,b8faa967d5f10a377facb2410a5e8d7e827aa329,True,Run.Program,0.0,,,,40-34505,,,"[0, 1, 0, 0, 1]"
176339,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:44:11,0,CS 1,1,492.0,40,b8faa967d5f10a377facb2410a5e8d7e827aa329,True,Compile,,Success,,,40-34506,40-34505,,"[0, 1, 0, 0, 1]"
176340,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:44:14,0,CS 1,1,492.0,40,eed60e6c7c892bb43cdf0c3367e86339f8fe38aa,True,Run.Program,0.0,,,,40-34507,,,"[0, 1, 0, 0, 1]"
176341,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:44:14,0,CS 1,1,492.0,40,eed60e6c7c892bb43cdf0c3367e86339f8fe38aa,True,Compile,,Success,,,40-34508,40-34507,,"[0, 1, 0, 0, 1]"
176348,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:45:55,0,CS 1,1,492.0,40,e5e66753bf6a1ee39251cd1daa72c4c7f9d0e705,True,Run.Program,0.0,,,,40-34515,,,"[0, 0, 1, 0, 1]"
176349,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:45:55,0,CS 1,1,492.0,40,e5e66753bf6a1ee39251cd1daa72c4c7f9d0e705,True,Compile,,Error,,,40-34516,40-34515,,"[0, 0, 1, 0, 1]"
176350,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:45:55,0,CS 1,1,492.0,40,e5e66753bf6a1ee39251cd1daa72c4c7f9d0e705,True,Compile.Error,,,SyntaxError,line 6: error: variable declaration not allowed here. ,40-34517,40-34516,Text:6,"[0, 0, 1, 0, 1]"
176351,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:45:55,0,CS 1,1,492.0,40,e5e66753bf6a1ee39251cd1daa72c4c7f9d0e705,True,Compile.Error,,,SyntaxError,line 7: error: ';' expected. ,40-34518,40-34516,Text:7,"[0, 0, 1, 0, 1]"
176352,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:45:55,0,CS 1,1,492.0,40,e5e66753bf6a1ee39251cd1daa72c4c7f9d0e705,True,Compile.Error,,,SyntaxError,line 8: error: 'else' without 'if',40-34519,40-34516,Text:8,"[0, 0, 1, 0, 1]"
176353,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:46:09,0,CS 1,1,492.0,40,461d2ff08d2c27e434043d18022751fa0871327d,True,Run.Program,0.0,,,,40-34520,,,"[0, 0, 1, 0, 1]"
176354,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:46:09,0,CS 1,1,492.0,40,461d2ff08d2c27e434043d18022751fa0871327d,True,Compile,,Error,,,40-34521,40-34520,,"[0, 0, 1, 0, 1]"
176355,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:46:09,0,CS 1,1,492.0,40,461d2ff08d2c27e434043d18022751fa0871327d,True,Compile.Error,,,SyntaxError,line 8: error: ';' expected,40-34522,40-34521,Text:8,"[0, 0, 1, 0, 1]"
176356,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:46:19,0,CS 1,1,492.0,40,b3a3e7a48a5009c8a0bbcbfb9d643c072fda454a,True,Run.Program,0.230769,,,,40-34523,,,"[0, 1, 0, 0, 1]"
176357,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:46:19,0,CS 1,1,492.0,40,b3a3e7a48a5009c8a0bbcbfb9d643c072fda454a,True,Compile,,Success,,,40-34524,40-34523,,"[0, 1, 0, 0, 1]"
176360,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:47:13,0,CS 1,1,492.0,40,44d06945135649f6c84e2bbdb558021920e19eb4,True,Run.Program,0.230769,,,,40-34527,,,"[0, 1, 0, 0, 1]"
176361,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:47:13,0,CS 1,1,492.0,40,44d06945135649f6c84e2bbdb558021920e19eb4,True,Compile,,Success,,,40-34528,40-34527,,"[0, 1, 0, 0, 1]"
176364,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:47:52,0,CS 1,1,492.0,40,f52252bb476b3edebd73ea2bda7bd13a95a11908,True,Run.Program,0.230769,,,,40-34531,,,"[0, 1, 0, 0, 1]"
176365,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:47:52,0,CS 1,1,492.0,40,f52252bb476b3edebd73ea2bda7bd13a95a11908,True,Compile,,Success,,,40-34532,40-34531,,"[0, 1, 0, 0, 1]"
176381,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:48:54,0,CS 1,1,492.0,40,7e11cba340a1088d73890b6aec15eb3a157bb7d8,True,Run.Program,0.923077,,,,40-34548,,,"[0, 1, 0, 0, 1]"
176382,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:48:54,0,CS 1,1,492.0,40,7e11cba340a1088d73890b6aec15eb3a157bb7d8,True,Compile,,Success,,,40-34549,40-34548,,"[0, 1, 0, 0, 1]"
176387,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:49:29,0,CS 1,1,492.0,40,27f2f57943958d88a77d318219d49032e97ea263,True,Run.Program,0.923077,,,,40-34554,,,"[0, 1, 0, 0, 1]"
176388,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:49:29,0,CS 1,1,492.0,40,27f2f57943958d88a77d318219d49032e97ea263,True,Compile,,Success,,,40-34555,40-34554,,"[0, 1, 0, 0, 1]"
176389,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:49:36,0,CS 1,1,492.0,40,c0db7f6f949871714fbd8f80fe929c0b4aac2ade,True,Run.Program,0.923077,,,,40-34556,,,"[0, 1, 0, 0, 1]"
176390,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:49:36,0,CS 1,1,492.0,40,c0db7f6f949871714fbd8f80fe929c0b4aac2ade,True,Compile,,Success,,,40-34557,40-34556,,"[0, 1, 0, 0, 1]"
176403,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:50:37,0,CS 1,1,492.0,40,7eff7673824595b81662096b6e0ac958d26af122,True,Run.Program,0.923077,,,,40-34570,,,"[0, 1, 0, 0, 1]"
176404,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:50:37,0,CS 1,1,492.0,40,7eff7673824595b81662096b6e0ac958d26af122,True,Compile,,Success,,,40-34571,40-34570,,"[0, 1, 0, 0, 1]"
176405,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:50:54,0,CS 1,1,492.0,40,15a2715da8146d3af23d82e565170fe7510fb0fc,True,Run.Program,1.0,,,,40-34572,,,"[1, 1, 0, 0, 0]"
176406,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T22:50:54,0,CS 1,1,492.0,40,15a2715da8146d3af23d82e565170fe7510fb0fc,True,Compile,,Success,,,40-34573,40-34572,,"[1, 1, 0, 0, 0]"
117473,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:03:17,0,CS 1,1,492.0,128,ddf55c3a507555b90411a6dcdd1ce4692bfb5f32,True,Run.Program,0.0,,,,128-22381,,,"[1, 0, 1, 0, 0]"
117474,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:03:17,0,CS 1,1,492.0,128,ddf55c3a507555b90411a6dcdd1ce4692bfb5f32,True,Compile,,Error,,,128-22382,128-22381,,"[1, 0, 1, 0, 0]"
117475,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:03:17,0,CS 1,1,492.0,128,ddf55c3a507555b90411a6dcdd1ce4692bfb5f32,True,Compile.Error,,,SyntaxError,line 4: error: ')' expected. ,128-22383,128-22382,Text:4,"[1, 0, 1, 0, 0]"
117476,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:03:17,0,CS 1,1,492.0,128,ddf55c3a507555b90411a6dcdd1ce4692bfb5f32,True,Compile.Error,,,SyntaxError,"line 6: error: reached end of file while parsing, maybe a missing delimiter or closing brace?",128-22384,128-22382,Text:6,"[1, 0, 1, 0, 0]"
117477,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:03:21,0,CS 1,1,492.0,128,c25b6d767aaee5df7ed7024202329229fb49a1ad,True,Run.Program,0.0,,,,128-22385,,,"[0, 0, 1, 0, 1]"
117478,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:03:21,0,CS 1,1,492.0,128,c25b6d767aaee5df7ed7024202329229fb49a1ad,True,Compile,,Error,,,128-22386,128-22385,,"[0, 0, 1, 0, 1]"
117479,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:03:21,0,CS 1,1,492.0,128,c25b6d767aaee5df7ed7024202329229fb49a1ad,True,Compile.Error,,,SyntaxError,line 4: error: ';' expected,128-22387,128-22386,Text:4,"[0, 0, 1, 0, 1]"
117480,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:03:32,0,CS 1,1,492.0,128,5d4d4198f599be368e358ae4a023b94b3e581dad,True,Run.Program,0.0,,,,128-22388,,,"[0, 0, 0, 1, 1]"
117481,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:03:32,0,CS 1,1,492.0,128,5d4d4198f599be368e358ae4a023b94b3e581dad,True,Compile,,Error,,,128-22389,128-22388,,"[0, 0, 0, 1, 1]"
117482,2225c699a36afb253a69074cad850b00,Java 8; CodeWorkout,2019-03-24T23:03:32,0,CS 1,1,492.0,128,5d4d4198f599be368e358ae4a023b94b3e581dad,True,Compile.Error,,,SyntaxError,line 6: error: missing return statement,128-22390,128-22389,Text:6,"[0, 0, 0, 1, 1]"
